Shop name,Review,Stars,Date,Country
Furniture Delivery Uk,"Earlier, I was not able to find out what's wrong with my website furniturestop.couk. Why my site pages are not ranking properly? But after installing this app, I can easily check what corrections are needed to make my site more seo friendly.",5,10-Mar-18,United Kingdom
Earth Life,Good plug in for your Shopify store to have.,5,15-Oct-16,United States
Saltwood,"Great app to get pointer on SEO related things to address with your store, and its FREE!!!",5,24-Sep-16,United Kingdom
Decor N Linens,"Thank you Daniel.  Great App, very useful.",5,26-Jun-14,United States
Letterfest,"Great SEO app, Gets us closer to search engine nirvana!",5,10-Oct-17,United Kingdom
Contemporary Art by Christine,I this used app to help me fix issues after installing a new template Highly recommend Great support,5,"Edited April 25, 2019",United States
Trendy Marketplace,Love it still learning how to use,5,28-Sep-16,United States
Freemans Car Stereo,"Worked great for us! I like that they give you solutions to your issues, not just point them out.",5,12-Oct-16,United States
Silicagelly,Great app.,5,"Edited October 18, 2016",Malaysia
Bluerock Bay,Very easy to use and great information.,5,8-Oct-16,United Kingdom
Headstartshop,very effective and easy to use,5,20-Feb-18,New Zealand
Pretty Fireplaces,A good app to have and check in with every once in a while to make sure that your store is running correctly in terms of SEO and speed.,5,"Edited March 13, 2017",United States
Minnesota Images,"Installed and ran this app. It found some issues and gave detailed instructions on how to fix them. A very nice app, well worth a try! Thank you!",5,21-Oct-16,United States
DELU Games,"This is a really good App and is super helpful! It takes some effort and time to improve things, but once you get a handle on it, it isn't too bad. It felt good when I finally made a lot of good improvements to my pages.",5,17-Dec-19,United States
Signore,Brilliant app - so easy to use with extremely valuable information,5,27-Sep-16,United Kingdom
Buzzbee,Great fast to use App that highlights all the primary elements that you need for SEO. Also the team appears to be continuously working on the app bringing in more features which will be helpful.,5,10-Jan-21,Australia
Kernow Furniture,"Simple to use and running well at the moment.
http://kernowfurniture.co.uk",5,17-Oct-17,United Kingdom
Body Back Company,Very useful! Gives a great assessment of great SEO improvements for your site.,5,5-Jan-17,United States
Thelovecats,Good application to optimize your referencing,5,17-Jun-17,France
Snazzysnaps,"As a complete novice at this kind of thing, I found this an incredible help. SEO is something I just don't/didn't get, but this has given me a brief understanding of what I should be putting on my pages, and I got success just by trial and error.
I would recommend this app very highly,  especially if, like me, you are just starting out, what have you got to loose....it's free!
Thank you so much.",5,"Edited December 3, 2015",United Kingdom
Preloved Jewels,Seems great so far... Lots of interesting information for me to think about. Looking forward to learning more about SEO... prelovedjewels.co.uk,5,20-Oct-16,United Kingdom
Issa Asad Phone,easy to use. Set up www.issaasadphone.com within 20 minutes.,5,16-Jan-15,United States
Oregon T Shirts,Great free app for SEO Meta data management.,5,"Edited April 21, 2015",United States
Gadgets Trade,"Me parece excelente la herramienta, muy detallada y te da un analisis de los problemas que pueda tener tu web. Muy recomendable!!",5,12-Oct-16,Mexico
Absoluteskin,Great job on helping out with the SEO. Communication and the was excellent and quick.,5,26-Feb-18,Australia
Whiskers N Paws,"We have been using Plug In SEO for years. We leverage the app's dynamic SEO content feature to save weeks of work, if not months.  The support team is knowledgeable and helpful.  We will recommend Plug In SEO to anyone who needs to manage SEO on large number of pages in their Shopify stores.",5,8-Mar-23,Hong Kong SAR
ukgiftstoreonline,"Great app and support
Project was concluded in a timely manner
Hope to work with again. Learnt new techniques",5,8-Mar-22,United Kingdom
MechArmor Defense Systems,"I have been learning the hard way about how to run, update and expand the abilities of my Shopify website and store, especially in the area of online marketing through social media, which has been a challenge.",5,20-Jan-15,United States
Nails Etc,"A1
https://www.nailsetcusa.com/",5,16-Aug-16,Canada
Saratogasupplements,"I am using it to check the work of my marketing people. So far, it is telling me that the money I am paying them is worth it.",5,21-Sep-17,United States
Seeyanever,Great way to quickly check how you could improve your SEO. Very easy to use and helpful!,5,19-Oct-15,Canada
Rhubarb Records,Within seconds of installing this app I'm already discovering valuable information to boost my sites SEO performance. This is just what I have been looking for. Thanks!,5,24-Oct-16,Australia
Turn One Performance,Good app so far.Not used it much but seems like I`ll be able to benefit from even the free version of the software.,5,15-Feb-22,United Kingdom
miTrail GPS,"Thanks, team for the 1 on 1 SEO service. We hope to see more organic sales but I love the work done and the fact that we have no SEO errors sounds good!",5,7-Nov-21,Canada
Bokkiekids,This is a good basic SEO 404 error checker.and it is free.No brainer really! I would recommend.,5,13-May-16,Australia
Slim Wallet Junkie,"Very pleased with this app. Simple to use (as long as you very understand basic HTML). Explanations are given rather than just a list of problems. Realise that this app doesn't simply fix all your problems, rather it points them out and explains how you can fix them (simply and easily yourself, for free). Or if you would rather, it does have options to pay for someone to do it for you, at pretty reasonable looking rates.",5,"Edited January 21, 2015",United Kingdom
Agm Worldwide,"Great app. Easy to use, and does the job!
Our website: https://www.agmhomestore.com/",5,23-Mar-17,United States
Drops Of Joy Jewelry,Very easy to install and use - love the information it gives!,5,18-Mar-16,United States
Ergo In Demand,I would recommend this APP to a friend.,5,29-Mar-17,United States
"Gifts Ready To Go, LLC | 1-855-936-4438","Quick install, clean interface, and overall a great SEO Meta data management app for the search engines.",5,21-Nov-14,United States
Scooters Originali,"So much of SEO seems so complicated to a small business that can't afford to pay a firm to do it for them. This free app is great because it give me pointers of what to watch, and what I should check out. I recommend it.",5,26-Sep-16,United States
Trendgem,Awesome and fast check for the site!,5,28-Sep-16,United States
Handworks Gallery,"Just started using, but seems great",5,2-Jan-18,United States
Tiara Jewlery,Great for quick fixes which really do have a significant effect on SEO and page speed! Only starting out with my store but it's working great for now!,5,5-Jan-19,Spain
Threadedlogo,"Seems easy to use. Still just getting it figured out, But appears to be useful.",5,25-Oct-16,United States
Idonae,I love recommendations for fixes that are easily to follow!,5,21-Sep-16,Singapore
Lannan Jewelry,Great work gentlemen you helped me out a ton. I was even able to have my third child during the whole process!,5,25-Mar-17,United States
All Brothers All Stars,"A very helpful app, which is fast and easy to install. The app clearly provides detailed info about how to fix SEO problems the app finds in your website. I recommend.",5,12-Aug-15,Finland
Susie Benes,Thank you for making this free! Was very educational in showing where changes need to be made.,5,15-Feb-16,Canada
Acu Outlet,Must have app for any e-commerce store! It is very simple to use and it takes care of the important basic SEO needs! We have used this app for about 6 months now on our store - www.AcuOutlet.com,5,20-Oct-17,United States
Theta Saber Mounts,Great App something everyone should use.,5,3-May-17,United States
Haus Of Leather,"Integrates well, lets you know of any obvious SEO issues. Would recommend",5,20-Jan-18,New Zealand
It Really Works Vitamins,Brilliant app - we use it on www.itreallyworksvitamins.com,5,18-Feb-17,United Kingdom
Girl Party,"Nice app. Not complicated, simple overview of what fixes need to be made. Would recommend.",5,2-Oct-16,United States
Gusto Graphic Tees,"Customer service support was top notch, they were very fast and were able to solve my problems. I'm very happy with this app and the customer support that comes with it!",5,20-Nov-20,United States
